timestep,Africa,Americas,Asia,Europe,Oceania,Other
64,-4.349379677060837,-4.605478569339491,-2.1677478319861,-2.657002438413983,-4.5213977389888775,-5.168321590826915
65,-0.35897191351684715,-4.054509738858675,-4.404803922681608,-4.290136452337301,-3.9366869018664743,-5.232427403837907
66,-4.180323866238013,-4.477290483090578,-3.5482314142709246,-4.737912709536516,-4.4519094534958645,-5.118175983271098
67,-5.140469810926467,-4.809264888445747,-6.085277690805424,-5.191036407701765,-5.592227927415938,-4.90672216707905
68,-5.2554815199816,-4.739022570132762,-5.5517711878244445,-5.325879983747795,-5.532133117159811,-4.872491546861438
69,-5.45598211598296,-4.744224899668719,-4.292637905315971,-5.806503630827663,-5.265758668348422,-4.651860649120917
70,-5.326708436279491,-4.824460845817902,-5.494336140215571,-3.873735372942938,-5.178267259927991,-4.80425462666961
71,-5.1029733298743825,-4.908607824713579,-3.487261199786208,-5.254980776321727,-5.114298134876093,-4.915105005180018
72,-8.46916541529345,-4.7839268474362955,-4.814526958281374,-5.104299192973714,-4.841218974075266,-5.183769228169751
73,-4.693873207645696,36.387102842737534,-5.329867165644861,-5.2591491258811995,-4.8470647071036685,-5.515679189128366
74,-4.732231542300938,-5.342870618526279,-5.44459449619805,-5.22447030778864,-4.848887086720097,-1.276810095178628
75,-4.044581835636984,-5.695851619169393,-5.363677639098349,-5.647615843652024,-4.836968180809463,-7.22453122487477
76,-4.746980102027062,-5.38344814526623,-5.1875088945752275,-5.2985399592456615,-4.853521560744988,-4.338374309087413
77,-4.654099121095626,-12.344042561146532,-5.732765398622468,-5.524858797588499,-4.808173987394476,-5.2704218123370365
78,-4.802744154246736,-5.679249525075658,-5.755076172271683,-5.412708265162748,-4.834172109807202,-5.204905220497807
79,-4.510570387118434,-5.2977726564147405,-6.083864598502674,-5.278433922042726,-4.8648990666801035,-6.746235358761698
80,-4.710771957480948,-5.560969585228562,-5.510626227245984,-5.432061991045277,-4.792344790200152,-5.821244454676306
81,-4.756004189401462,-5.269281056856426,-5.265236804723467,-5.734694005771686,-5.362993661153492,-4.882371717455224
82,-6.981996289554825,-4.570175428099967,-5.157741396061856,-5.417831876705639,-4.787329722915636,-4.688346705045704
83,-3.833851305648702,-3.9140792467391656,-5.184141223396313,-3.9202925926812817,-5.382534462403413,-4.842275774718173
84,-4.588600775073307,-5.877544077046854,-5.226833889842793,-4.362522680334415,-5.553149052163128,-4.77045662055073
85,-4.683511680677965,-4.317185660967358,-4.387974800735743,-3.715227952915155,-5.152192784576376,-3.1278480129417767
86,-4.5582082205073995,-4.799878358650066,-8.345826751743054,-5.561669520127566,-5.193851239537148,-3.9768883493230285
87,-4.611652303521557,-4.7768698835761505,-4.400828648103021,-3.9067319324745804,-5.1951892783931,-5.284322714299671
88,-4.717834738806911,-3.7453562157226217,-16.87628865280108,-1.951396796846608,-4.588315577463384,-5.166280782445348
89,-4.75917721012335,-5.319057452916485,-5.133746926769108,-5.146115498226897,-4.905365275487609,-4.732302760354361
90,-12.145520242271749,-5.589437573492885,-5.284821163209047,-5.697811215396985,-4.649142222562937,-4.797174643428322
91,-5.649112263027659,-6.587496602393841,-5.6180069387777305,-5.685583272009472,-3.0473332940191513,-4.825634662940813
92,-5.10459619304671,-4.874264083061051,-4.7676926779780535,-5.119876235403761,-4.7268511955846435,-4.664844158651829
93,-5.221234160054651,-5.777431631472331,-4.458970296903922,-5.225059222808953,-4.725609826190128,-4.826294996172432
94,-5.191213895354906,-5.345336030355327,-4.725168760277001,-5.24848184357978,-4.816964016690892,-4.75295902554014
95,-5.5979363616640985,-4.808565889721897,-4.362093719167148,-5.169376287599541,-4.870130421336631,-5.1690629196168425
96,-4.809260496906487,-4.478128919708265,-5.822486440276196,-4.156698743979353,-4.773605540037166,-5.094822734827247
97,-2.85377443726103,22.515682128344686,-5.453812118927541,-5.925082305801156,-4.8233470834237435,-5.532324009939071
98,-1.3961493283046547,-6.777420358247242,-5.564921017587747,-2.6875194248888685,-4.779701610581973,-5.521800078074244
99,-4.315430375363205,-5.7178268786912865,-5.3764457742373155,-5.605497504056287,-4.889546805630516,-5.262238172782312
100,-5.3388979064346955,-4.8797167066329274,-5.623859147438938,-5.114687955645409,-4.710336835629533,-4.601114688175074
101,-4.520471283996791,-4.662216962206485,-5.554155161204051,6.797232195445151,-4.44576104518766,-5.242110005208783
102,-4.5068212037310325,-4.695700690875788,-10.876134918300277,-5.818926284022778,-3.7959140998395373,-5.2664453494570616
103,-4.667357760769444,-4.4528769149335305,-3.2880165417183,-5.348341040934464,-4.377204042758936,-5.317157729502552
104,-4.738106063422054,-3.076305183963926,-29.354341626828,-5.355809561253433,-4.755703832865761,-5.2183400362085655
105,-4.7478741937137485,-4.551954060143508,-3.9063721501125532,-5.120402910326079,-4.6650863195522065,-6.261077604263181
106,-6.586409845102282,-4.163233246072753,-0.11377203790323959,-5.318800385371794,-5.47128139979592,-4.817825907200928
107,-3.398769184826729,-4.407276573772054,-5.906339399488097,-5.312177423951891,-5.8724752836399485,-4.758521953703127
108,-2.8082766588946826,-4.377292167511632,-5.961401279729221,-5.220098185397322,-4.283130710919625,-4.680150382134548
109,-5.723657082728751,-4.078582367766348,-5.825164393441243,-5.3127150680188855,-4.74131974692295,-4.456665956740373
110,-4.708742663153368,-4.721642523872395,-5.066440858217289,-5.527433411545973,-4.825646895165059,-4.807157304754808
111,-5.175485304491042,-4.822299342327951,-4.589830402762789,-4.876135925167533,-5.108191094005952,-10.064953527279384
112,-5.254414083981705,-3.5477945351224345,-5.362371568667469,-3.846035354534891,-13.270552872022396,-4.840151506591181
113,-5.172741149189822,-4.877775784206603,-5.455078148670964,-4.669647769215055,-4.323204058915047,-5.270279502853097
114,-2.941957860624974,-5.523404407956675,-3.4734110569039474,-4.674819896416059,-4.837087359101394,-5.134338844713128
115,-6.430369478292051,-5.249497701903701,-4.3159648839807385,-7.022137974745069,-4.860550283366672,-5.411309741926189
116,-6.384359434063741,-5.606871138516917,-3.701668777847042,-4.5637108102435056,-4.697229213977085,-5.333894975147161
117,-8.621608182061276,1.1393364557899162,-4.193219347443445,-4.45351162219889,-4.4283349657225894,-5.269876461201526
118,-3.6858505005266737,-2.925231908908228,-3.80659745900143,-4.547748340507262,-8.316410347608764,-5.334392501947403
119,-3.9238438710690136,-4.245409561761834,-3.97824539526185,-4.643195704832245,-5.315296219506775,-5.536423080436747
120,-3.768381495193086,-10.78023424237704,-4.472491864407642,-4.5991246583353025,-5.266551314005312,-8.602825453813468
121,-8.22558168355538,-5.551988119576848,-4.524406994313532,-4.790187241157097,-5.379009714936745,-5.901971121359834
122,-5.850966745191369,-6.058108536245322,-3.9154644187575105,-4.7602770767396025,-5.320554889519751,-4.127605932448813
123,-5.534638710181175,-6.56121150132636,3.3753954329719287,-4.713672974407248,-5.29943056600727,-4.691235591703395
124,-5.260048092732089,-5.486115830283629,-4.495825617443342,-4.77911150419922,8.67064347701416,-1.8632787932263768
125,-5.459397048325794,-5.39395925478222,-3.88519630305102,-4.7684854287140155,-4.608417004181486,-5.486608848877648
126,-6.289618860034247,-5.2338261984285674,-4.637908068842532,-4.854512280213059,-7.105480103870157,-5.321739220498164
127,-5.857100575564001,-5.510910303267298,-4.65166206932972,-4.693207221722821,-5.368527352975134,-3.5859990258374657
128,-5.302447901259439,-6.099492327597644,-4.718184776448125,-4.698597060484915,-5.935318465337707,-6.720512315825337
129,-5.811691982291105,-5.8260173781273865,-4.60957205481881,-4.821277203022557,-7.032936366543381,-5.236853047961189
130,-6.880956728751529,-4.6138727044354955,7.1691333791147,-4.781281278951134,-5.2382794747825505,-5.659769857335363
131,-5.835545667557206,-4.286380303349564,-5.695734961005169,-4.463664778557163,-5.24624661786809,-4.7742311465236345
132,-6.187182226963302,-3.569698911945663,-5.700430190939529,-3.9039968699618703,-5.669956888880391,-4.682650342689989
133,-8.431794996345145,-3.8650160405581087,-6.712822457474171,-4.464079097184075,-5.308089763496018,-4.578772659202051
134,-5.96348542935501,-3.8945691080394496,-5.701892229881255,-3.7770910778143105,-5.505473593667134,-4.731082621684523
135,-4.0749995617168056,-8.183343773019276,-5.229361739097429,4.55391140920202,-5.870810981637752,-4.8225901394805115
136,-8.02090484278798,-6.143835744745174,-5.2846681121696815,-7.763156790668583,-4.531447481526529,-4.746566816938274
137,-6.530190627556868,-4.117376755327011,-5.601196319465488,-3.076204665998835,-4.638374068411196,-5.908086265446647
138,-5.565058354270336,-4.1594902404663605,-5.617286568900894,-3.958141257540421,-4.67324096975858,-6.219193226829632
139,-5.391268016054068,-37.80965215343509,-5.181871138899129,-3.14372526623705,-4.765733619429972,-4.76620830510308
140,-5.499043556410513,-5.637849086800697,-6.673667548674153,-4.201639885591454,49.40125107373379,-4.743467580073205
141,-5.43390656893459,-5.345319864026609,-3.6769041616787352,-3.7307981820369647,-3.114651759724942,-4.757658215705518
142,-5.482935047566797,-5.255186729182984,-1.4245275247682503,-4.5853163485488135,-4.3663379544813115,-4.632364093902551
143,-5.47307176210484,-5.259760321017802,-4.275495989270809,-4.349053459526634,-4.333891503028359,-4.6071978413813985
144,-5.908463344205629,-5.531411211386675,-3.7163097047240274,-4.000251892962915,-5.678523218450432,-4.728044683116886
145,-5.726701951931523,-5.260968362232381,-4.31258317886278,-4.758026355444136,-5.2865274937867035,-4.756728028176666
146,-5.229490100350076,-5.343119982407479,-5.999190148852618,-4.6937527452986965,-4.631079719278106,-4.696673840475718
147,-5.546572244144812,-5.620371123852229,-7.302192645086467,-4.065532553986738,-4.001572239048566,-4.6433905554708375
148,-5.64383539106762,-5.4317845050643525,-4.413128650705534,-4.704473847885429,-5.475499231054376,-4.469346453366627
149,-5.656603190542822,-5.544766343528274,-4.634542753133568,-3.871099480345269,-5.51938573312081,-4.624324918954105
150,-5.848969950455244,-5.9253290603950965,-4.692185265414902,-4.272492718362599,-5.303901403463349,-4.480754547365024
151,-5.34529967481432,-5.982085268843856,-4.8248036327201556,-4.511374745852461,-5.677753380365651,-5.7327620835916955
152,-8.293060815616194,-5.240328351043116,-4.800869703527175,-4.668212826386263,-5.342857396901437,-2.105555531976609
153,-6.904427290958963,-5.134547453773732,-8.075947213137264,-4.6810533143729725,-3.7825852160613813,-4.81223423074482
154,-8.130865471363748,-5.384933486638789,0.5334709540037353,-8.147278739963816,-4.792136529957907,-6.321734140784834
155,-4.126591888011067,-5.454550830305106,-5.827406314244406,-5.256666802892476,-4.072245060531164,-4.835576640116383
156,-3.158306385739604,-6.480085132109204,-5.4813213335453295,-5.828488604203718,-2.0540136148587833,-4.754772421596719
157,-3.3233127854081426,-5.874969894870598,-5.552522377540912,-17.403400773377314,-2.788196217972996,-4.664976711828213
158,-4.831785860434039,-5.254158868466316,-1.764864238610033,-5.334096462848054,-5.386688170698175,-4.765249842093573
159,-4.690856426159808,-6.314417602455138,-5.302102994112524,-6.186380870626192,-4.084237715697868,-4.369917136215061
160,-4.100353595297878,-7.690935208645362,-5.716993711242197,-5.814278178081579,-0.9690101649430097,-4.62046254662035
161,-3.9409489585349533,-6.4480931749244945,-5.960468929978625,-5.929673437744241,-3.494301696029099,-4.545244260188299
162,-4.778255926065743,-5.58830088869518,-5.418668952122707,-5.433225296287987,3.085825297573154,-4.638103849845285
163,-4.752291962010019,-6.453416761238161,-5.275730619000952,-5.169168914897192,-4.824765329482444,-4.3254043970354985
164,-4.708364454645323,-5.286175523364873,-5.181913654674348,-3.9451047166545403,-4.796385540278849,-3.578194651639015
165,37.92985182642075,-7.175765130893554,-6.414276399869958,0.9073532027649027,-4.720320063053415,-5.624451166350582
166,-5.366272997266766,-3.6023959751531494,-3.7713635727401873,-4.4861830670853315,-4.746325148343268,-5.271187228797386
167,10.976638893371488,-3.426892425758029,-4.141446993545641,3.6154934701167423,-4.614073293540328,-5.280091503276794
168,-7.050890753765711,-3.9174442700481618,-4.42155972586225,-18.467898193546336,-4.359223505884947,-5.377174907567769
169,-20.084053316298277,-3.7035524789806167,-4.150132153930326,0.6054750306752693,-3.6223858053232734,-5.5599146191131545
170,-7.533653630354455,-3.651576881517055,-4.113322667632376,-1.5179533089143715,-3.8959680716460054,-5.599633858015464
171,-7.237424557782862,-4.736133377838598,-4.554632339377735,-5.449309969508188,-5.63763993683447,-6.259019752883283
172,0.21918681646785282,3.1897833371315745,-4.404914929252285,9.203357870536953,-5.377938952951354,-4.367644115543893
173,-4.7222782772941745,-10.62830128424486,-4.420555139375371,-4.200215741377977,-5.14979412304827,-4.216699512807876
174,-15.035460802861326,-4.450203540471845,-4.40958140882883,-4.16737331994531,-5.445533876968965,-5.730224374957777
175,-5.835656261160548,-4.764084427580794,-4.113458676940929,-3.9471678035476896,-5.434452864056776,-5.549996747638123
176,-3.8610326826512997,-4.391204781035483,-4.493857955667747,-0.7933280279132832,-5.354532188169714,-6.094803429296886
177,0.06054901352813964,-4.3451424535469725,-4.321209909831461,-4.0388874473552745,-5.308992338956194,-504.7880605467094
178,30.05458099801068,-3.3361273110427634,-3.9442366426809907,-5.905253283303322,-5.887168121897565,-4.395817436888231
179,-8.363978183105045,-14.197901933952982,-4.3932259436739365,-5.680583282085384,-5.844215457575184,-4.585369728793338
180,-2.160397348451849,-8.018157488929495,-3.8208011481572988,-7.5365064034006455,-5.465002172909566,-4.62629441262763
181,-4.187740051868957,-3.6566638376522573,7.854732559947793,-8.865132645117832,-5.435104230780284,-4.334966025230371
182,-4.6530849544562916,-4.306144477830489,-2.2501605786349765,-5.522037852652764,-5.388107227810322,-3.7573741989159792
183,-4.69402588638264,-17.427809256056157,-3.331960899382116,-6.339536493264145,-5.797446011264781,-6.271032903140451
184,-4.062008913821035,-12.033443523915771,-4.163334296696065,-6.570894852081417,-3.6790479862280034,-5.806711340625989
185,-4.22953441636749,-5.7556807526285585,-3.7351272004085505,-6.465734276578199,-4.4737166264314485,-6.017226912806688
186,-4.207546159961575,-6.32664720870014,-3.6764591560990976,-5.9583889208960805,-4.584819763415522,-5.613931190592136
187,-4.592890219926399,-5.372328107141325,-4.2401939538764735,6.9883924766271,-4.425933485371688,-5.523003098828763
188,-3.455830528025184,-5.750026270893748,-3.683229986990521,-4.143016974593381,-4.671846508852374,-5.304137784383138
189,-19.51976447565647,-6.13402521537652,-1.5759806769555482,-2.603810613782358,-9.081742380400794,-4.327186487313199
190,-6.405818562914858,-6.391011912653595,-2.5506246157944883,-4.2010992829855045,-6.820095300695265,-4.242231865077409
191,-5.879245396064746,-5.883254123113882,-3.825224468022107,-4.324777475744597,-3.921643285471313,95.4088014774635
192,-5.279952125546315,0.5206385029790224,-4.650654279315342,-13.568704917358362,-3.8016429435180776,-3.7663989610240542
193,-18.574239074161927,-3.1813313043893556,-3.846982046992701,-2.564143599503484,-2.945605182441263,-5.805952719654141
194,-5.844647687551524,2.0891409221859676,-3.6210845068790705,-4.196764742055716,-4.25814616699768,-5.784139956201067
195,-3.778156924656627,-1.323758348161922,-0.8374559446341183,1.921472158900293,-4.063648862938506,-5.64802778990277
196,-4.365396161596775,-6.916054772215041,-5.462765811506944,-6.349061057966424,-4.378728181360947,-4.192698507451828
197,-4.10425637454053,-4.303181855719017,-6.38083566301822,0.5577051770002557,-56.51427873040026,-6.0123458896728215
198,1.2226211283445183,12.764182059237438,-6.4436210765973385,-8.045571155872109,-2.310130868159091,-4.301815348407886
199,-1.6449794403320606,-3.9488194606538842,-5.481043916648814,12.735237735818897,-3.9013552054541965,-3.8410405026313454
200,1.8682809013675108,-9.513458644579977,-9.187338324475334,-16.049067300925348,-2.4784847863706125,-4.008621392705376
201,-23.27177564280727,9.663921140462394,4.066017173028133,-9.095022215899032,0.22777686956816326,-3.923742455588896
202,-8.500470568190382,-10.213467063541762,-3.0523255526044575,-5.627138071568582,-18.070707863505678,-4.6205086438799245
203,-2.995655607339131,-10.912775745701625,-4.39357949900995,-7.23908279812682,-5.723198036589749,-3.8242857989974532
204,-3.2798941163757998,24.195813576879075,-4.277177077850614,-2.678382561171981,-6.252228983738346,-6.584198701670906
205,-4.158022058283631,-5.819881366065474,-3.4268015302178987,-4.194217763434298,18.39424930563949,-6.126869429958303
206,-0.7803038385393932,-15.089925975110127,-6.999754525038127,-3.716958824097815,-7.090953235322838,-4.057527399375875
207,-5.8760078510926945,-6.577459428553698,-4.059924225166891,-4.360537690844363,-3.7687580673544034,-6.505405339474649
208,-7.228602392470765,-10.004706519907117,-3.738987731498147,-4.346653296001313,-6.577243000448013,-29.358593327000555
209,-11.114547394284786,-2.5235328316870493,-3.3692074347698333,-3.8715960350809167,2.594556818298048,-6.147662759989242
210,-1.1059454657180314,-2.388899363887356,-2.427669750894378,-2.860840465235472,-1.166525380492724,-6.3212346242753545
211,4.361780226984256,-1.9233884802208256,-1.5918725935411662,-12.992394625165565,-3.9151591159908117,-6.915922852643528
212,-0.7877381036005185,-2.728157593763987,-3.516552319365218,-9.531465230803901,-2.7473468550249867,-6.739370413136913
213,-0.8656498252961589,-2.9573035552759683,-4.057760825862008,-6.705399377887742,-7.5854575190142945,0.5424687910326029
214,-6.844100797953614,-9.976716743253512,-4.4193037121201835,21.180654910839408,6.203259984824391,-14.405473282839525
215,-6.306358560299502,-3.264045419906981,-4.077172111637666,-10.666727267897482,-2.388524240506387,-14.935662114198436
216,0.09302709551723885,-2.17320550062639,0.8711613640033488,-3.0404146074377176,-2.764700914904694,-6.474691388982539
217,-1.8576888021568958,-8.345048805923033,-2.297725270712602,-3.6395631445330903,-2.0812062842567185,-7.141274021444378
218,-1.3633054559315858,0.732962135061259,-114.23173893067602,-1.6605788452878154,-3.493980627011824,-7.477055011899562
219,-3.946535654954965,-7.46022182024992,-4.082229130881345,-8.766925117748583,-12.28217447532926,-9.355627243487733
220,-0.8302566408022539,-1.3082395785526262,-1.6797651523636465,-0.9548986045566438,0.31583386638327887,-9.04514802132755
221,-1.9967868515913905,-1.4701101961129408,-0.5203704047389482,-0.7616876027932741,1.5533661815396118,-9.385182017276708
222,-0.10847437361670807,-0.12915431865815666,0.05116222093741073,0.001454506734142125,-0.13484871470843277,-80.76972029767184
223,-0.02617899041301183,0.34171021134544616,10.079676685439805,0.3723094319744245,0.2615757448916706,0.9091133354584805
224,-0.4485961613223894,0.6561772366911505,2.9087749371505525,-1.2767005437983643,6.678545496599384,3.1405520062565087
225,-0.9697271888479204,-0.059145534205938884,-0.8637298812302516,-0.32595790720670736,-62.66211547558852,3.999699816872099
226,0.18523316932898082,0.14121566924414658,0.029084194126903908,0.11437145803265104,89.3413015515833,-0.18460992033581478
227,-0.37667948105308957,-0.4642828420336595,0.8046178796056401,0.07589833709505231,-67.2589437212857,-0.23829472459121234
228,0.29835782620815215,0.17343944426003552,0.26057409848015783,0.31532362422984955,24.067304398181765,-0.12992712013991625
229,0.49755245619545163,0.2935250567617905,0.4267646105823164,-1.0200266598212087,2.2199677493162575,13.13031468549069
230,1.7354639107858212,0.7865446086640392,0.9318683193985181,0.4372701205364276,1.0421883063031423,1.2220901036923193
231,5.3773284261787655,-0.028071704269174057,-31.460149725824547,4.587929912763611,-1.095363862725471,-2.367700269536556
232,0.9268394308906149,2.334555968657402,-11.84855848377322,-11.964185627320852,-3.5333162105625866,-1.6967572120154708
233,-0.8773885891094242,-0.40452764653937534,0.9100884951584158,1.2450641038046635,-2.1641484743980297,-12.0359795973611
234,-0.4149257853464913,-11.335802423759832,2.692072360764531,3.9125127336880436,-2.4591929322134067,-1.7100145800635598
235,0.35098179280548053,-13.48225993659357,0.1384788099029723,-0.8932997257603434,-0.46040486548520915,-1.3317954174179716
236,0.6950679759348789,0.6903482227439344,0.614844811055669,30.00631079145833,-1.4880529514548149,1.3586786871772876
237,1.7776776535622711,1.6232828015109948,2.059048986325147,0.5815701566582558,-0.3073559644762733,0.968309611845691
238,2.685072064526759,-0.3015665261763024,-13.326424657369252,0.16924479113661584,-0.47755577461758214,-2.2419046898141244
239,111.45731364373314,0.49764383722700345,0.9528014801711422,0.46525773029918743,0.4404804233689685,-1.360296328221857
240,-7.262930915854694,-61.99945805365321,-2.238872784780809,-2.2871861820508426,1.6262400489371502,-3.269122958241184
241,-7.749097122222319,-21.218834645392537,-3.2098153426964458,1.7534254070234299,1.3551626814198323,-3.218692923305421
242,-17.38501231186556,-1.2156773258113065,-2.1971453306004647,-1.5218972083139912,-2.5696261222340055,-9.179608971017082
243,30.7802244334846,11.668763514644102,-1.6403264925272873,-0.20055410728003217,-3.1901720762999997,-11.826641021642576
